#METABOLOMICS WORKBENCH araskind_20170619_181205 DATATRACK_ID:1045 STUDY_ID:ST000741 ANALYSIS_ID:AN001155 PROJECT_ID:PR000535
VERSION             	1
CREATED_ON             	July 3, 2017, 1:46 pm
#PROJECT
PR:PROJECT_TITLE                 	Metabolite-phenotype link in X-linked Adrenoleukodystrophy
PR:PROJECT_TYPE                  	MS analysis
PR:PROJECT_SUMMARY               	Untargeted metabolomics of control, AMN and ALD patient-derived fibroblasts
PR:INSTITUTE                     	Henry Ford Health System
PR:DEPARTMENT                    	Neurology
PR:LABORATORY                    	Singh Lab
PR:LAST_NAME                     	Singh
PR:FIRST_NAME                    	Jaspreet
PR:ADDRESS                       	Detroit, MI
PR:EMAIL                         	jsingh2@hfhs.org
PR:PHONE                         	313-916-7725
#STUDY
ST:STUDY_TITLE                   	Metabolite-phenotype link in X-linked Adrenoleukodystrophy (fibroblast cell
ST:STUDY_TITLE                   	culture)
ST:STUDY_TYPE                    	MS analysis
ST:STUDY_SUMMARY                 	Untargeted metabolomics of control, AMN and ALD patient-derived fibroblasts.
ST:STUDY_SUMMARY                 	Fibroblasts cultured in DMEM with 15%FBS and antibiotic (pen/strep) in 100mm
ST:STUDY_SUMMARY                 	petridishes (1million/dish). After 24h cultures supplemented with fresh media
ST:STUDY_SUMMARY                 	(DMEM+15%FBS+antibiotic) for 3hr
ST:INSTITUTE                     	University of Michigan
ST:DEPARTMENT                    	Biomedical Research Core Facilities
ST:LABORATORY                    	Metabolomics core
ST:LAST_NAME                     	Kachman
ST:FIRST_NAME                    	Maureen
ST:ADDRESS                       	6300 Brehm Tower, 1000 Wall Street, Ann Arbor, MI 48105-5714
ST:EMAIL                         	mkachman@med.umich.edu
ST:PHONE                         	(734) 232-8175
ST:NUM_GROUPS                    	4
ST:TOTAL_SUBJECTS                	2
#SUBJECT
SU:SUBJECT_TYPE                  	Human
SU:SUBJECT_SPECIES               	Homo sapiens
SU:TAXONOMY_ID                   	9606
#SUBJECT_SAMPLE_FACTORS:         	SUBJECT(optional)[tab]SAMPLE[tab]FACTORS(NAME:VALUE pairs separated by |)[tab]Additional sample data
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016570	subject type:Healthy control	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016571	subject type:Healthy control	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016572	subject type:Healthy control	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016573	subject type:Healthy control	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016574	subject type:Healthy control	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016575	subject type:Healthy control	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016576	subject type:Mild disease	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016577	subject type:Mild disease	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016578	subject type:Mild disease	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016579	subject type:Mild disease	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016580	subject type:Mild disease	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016581	subject type:Mild disease	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016582	subject type:Severe disease	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016583	subject type:Severe disease	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016584	subject type:Severe disease	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016585	subject type:Severe disease	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016586	subject type:Severe disease	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016587	subject type:Severe disease	
SUBJECT_SAMPLE_FACTORS           	SU9999996	S00017166	subject type:POOLED	
#COLLECTION
CO:COLLECTION_SUMMARY             	-
#TREATMENT
TR:TREATMENT_SUMMARY              	-
#SAMPLEPREP
SP:SAMPLEPREP_SUMMARY             	-
SP:SAMPLEPREP_PROTOCOL_FILENAME   	A003 - Untargeted Metabolomics.pdf
#CHROMATOGRAPHY
CH:CHROMATOGRAPHY_TYPE           	Reversed phase
CH:INSTRUMENT_NAME               	Agilent
CH:COLUMN_NAME                   	Waters Acquity HSS T3 (50 x 2.1mm, 1.8um)
#ANALYSIS
AN:ANALYSIS_TYPE                 	MS
AN:ANALYSIS_PROTOCOL_FILE        	A003 - Untargeted Metabolomics.pdf
#MS
MS:MS_COMMENTS                   	-
MS:INSTRUMENT_NAME               	Agilent 6530 QTOF
MS:INSTRUMENT_TYPE               	QTOF
MS:MS_TYPE                       	ESI
MS:ION_MODE                      	NEGATIVE
#MS_METABOLITE_DATA
MS_METABOLITE_DATA:UNITS         	peak area
MS_METABOLITE_DATA_START
Samples	S00016570	S00016571	S00016572	S00016573	S00016574	S00016575	S00016576	S00016577	S00016578	S00016579	S00016580	S00016581	S00016582	S00016583	S00016584	S00016585	S00016586	S00016587
GUANOSINE (CAS# 118-00-3); (M-H)-	213765	16846	63377	50609	60376	47071	79283	58587	36098	138068	146062	100417	106555	5894	37800	83642	37482	33736
GUANOSINE 5'-DIPHOSPHO-BETA-L-FUCOSE (CAS# 0); (M-H)-	126398	25413	107843	105936	135259	134343	125385	133504	24581	127070	110822	99650	130541	19803	29873	118484	147725	137504
GUANOSINE 5'-PHOSPHATE (CAS# 85-32-5); (M-H)-	7141		10020	10542	7350	13924	10468	9403		4773	6379	10962	8222			5717	12704	8177
HEPTADECANOATE (CAS# 506-12-7); (M-H)-	4499	5489			3417	1681	2729	6773	3131	2897	2653	3071	1343	5091	2185	2977	2973	2241
HEXACOSANOIC ACID (CAS# 506-46-7); (M-H)-		4091	1533				4204	3521	1410		1263	1275		5671	3160	3104	4724	2073
HIPPURATE (CAS# 495-69-2); (M-H)-	49040	11105	27432	13514	17337	9786	40800	38239	14566	31855	48132	41917	35840	12798	11385	28801	18072	25826
HOMOSERINE (CAS# 672-15-1); (M-H)-	71112			52667	37214					38488	57362		47908			34761	42865	28133
HYODEOXYCHOLATE (CAS# 83-49-8); (M-H)-	737250	1079225	726975	570707	615775	608514	749186	1048130	853197	783264	917379	835456	571658	876270	828374	711528	684080	636701
HYPOXANTHINE (CAS# 68-94-0); (M-H)-	88227		28338				19141			82605	45135	44213	127813		7287	24699	11741	18144
INOSINE (CAS# 58-63-9); (M-H)-	1215384	198551	695526	541846	593308	500657	655328	478897	361610	667146	886401	702084	931121	118439	354231	1338616	503884	338421
ISOCITRATE (CAS# 320-77-4); (M-H)-	8173665	3350905	7543429	6299587	7203487	6749572	5877320	5268940	13100000	7348958	6927549	7212521	6321136	11000000	13200000	7607941	7258920	7114269
ISOLEUCINE (CAS# 73-32-5); (M-H)-	669442	76744	687666	458231	526793	453352	603053	554693	101807	553084	611385	521587	563494	40361	123210			
ITACONATE (CAS# 97-65-4); (M-H)-			8420				3688			4744			1700	14422	14368	8714		
JASMONIC ACID [ISTD] (CAS# 77026-92-7); (2M-H)-	13059	5133	8211	12011	10992	8503	13952	11250	4106	17189	11647	14419	13890	10734	4537	19402	7362	11310
JASMONIC ACID [ISTD] (CAS# 77026-92-7); (M-H)-	1126655	335107	938229	1076464	1102273	1001885	1101999	1006289	338666	1254361	1122656	1171128	1166755	426983	324725	1251418	956358	1062853
KYNURENINE (CAS# 343-65-7); (M-H)-	14717	3115	12498	6470	7244	5381	15165	13641	3320	28497	26376	19044				8625	6934	7555
L-ALLOTHREONINE (CAS# 28954-12-3); (M-H)-	71112			52667	37214					38488	57362		47908		1371	34761	42865	28133
L-ARGININE (CAS# 74-79-3); (M-H)-	22754		18916								17181							
L-ARGININE-(GUANIDINEIMINO-15N2) [ISTD] (CAS# ); (M-H)-	4326		3478	5947	4780	5366	3932	2801		4563	3962	4678	3929			4311	5391	5048
L-GULONATE (CAS# 6322-07-2); (M+CL)+[-H2O]													7029					
L-GULONATE (CAS# 6322-07-2); (M-H)-					55000									5676	13339			
L-HISTIDINE (CAS# 71-00-1); (M-H)-	149616	6380	142370	124434	125025	128187	108836	90058	8776	112847	117251	116006	113573	5113	7449	118716	115767	112357
L-ORNITHINE (CAS# 70-26-8); (M-H)-	5013		3417		4819	3732		3702		4607							4629	
L-RHAMNOSE (CAS# 10030-85-0); (M+CL)-																	67226	
L-TRYPTOPHAN-15N2 [ISTD] (CAS# ); (M-H)-	113871	42687	103097	106968	111485	104525	119308	101563	39527	124720	116391	122216	131768	54076	43016	140383	97036	102731
L-[15N]ANTHRANILIC ACID [ISTD] (CAS# ); (M-H)-		259271			217259	195103		198041	252150	255166	217427	213108				271797		
LACTOSE (CAS# 63-42-3); (M+CL)-							293342							32065				
LACTOSE (CAS# 63-42-3); (M-H)-																4481		
LEUCINE (CAS# 328-39-2); (M-H)-	669442	76744	687666	458231	526793	453352	603053	656918	99870	553084	626363	521587	574529	40361	123210			
LEUKOTRIENE B4 (CAS# 71160-24-2); (M-H)-										1360			1772					
LIGNOCERIC ACID (CAS# 557-59-5); (M-H)-	3075	4384	1321	2179	2369	2255	3359	3092	7083	2297	2357	2364		5454	7321	2014	3453	3143
LINOLEATE (CAS# 60-33-3); (M-H)-	5929	8731	5676	4174	3470	3685	6886	9757	4970	5467	6881	6127	4812	7659	5554	9487	7199	5687
LUMICHROME (CAS# 1086-80-2); (M-H)-	14487	6009	8612	1981	3407	2904	2166	2152	1231	8106	6592	5071	6942	5848	3380	2909	2685	
LYSINE (CAS# 56-87-1); (M-H)-	22595	1569	18648	17006	20973	19277	11894	15303		18033		15399	17999			18392	12851	10844
MALATE (CAS# 97-67-6); (M-H)+[-H2O]	309918	83919	296902	245258	255585	225072	210370	173877	59665		133909	236653	99591	39832	52943	120491		229918
MALATE (CAS# 97-67-6); (M-H)-	1065251	584749	994685	814167	1704170	1569547	762829	547273	172767	988336	940322	747186	678149	296087	359566	808648	1480372	713122
MALEAMATE (CAS# 557-24-4); (M-H)-			2356															
MALEIC ACID (CAS# 110-16-7); (M-H)-	78441	27567	284880	60929	61361	55571	45479	173514	26634	68366	136965	74980	86913	41918	18320	41886	36655	33644
MALTOSE (CAS# 69-79-4); (M+CL)-							293342							32065				
MALTOSE (CAS# 69-79-4); (M+HCOO)-			1757		19795		1521	3034				2303	3463			3584	1537	
MANDELIC ACID (CAS# 611-71-2); (M-H)-			1334															14312
MANNOSE-6-PHOSPHATE (CAS# 3672-15-9); (M-H)-	14367		66168	66833	13020	14259	13040	10402		7869		11335	9821			10463	35535	31846
MELIBIOSE (CAS# 585-99-9); (M+CL)-							293342							32065				
MELIBIOSE (CAS# 585-99-9); (M+HCOO)-			1757		19795		1521	3034					3463			3584	1537	
METHIONINE (CAS# 63-68-3); (M-H)-	113286		140235	92245	101612	102479	78471	74792		112593	103861	100349	97466			79854	67461	71250
METHYL BETA-D-GALACTOSIDE (CAS# 1824-94-8); (M+CL)-								4040			1729		2690					
METHYL BETA-D-GALACTOSIDE (CAS# 1824-94-8); (M+HCOO)-			10911		14421							2122						
METHYLMALONATE (CAS# 516-05-2); (M-H)-	195619	73461	161863	165059	210601	159191	204385	163730	88685	208900	236574	207229	186438	35440	57670	138798	133571	139256
MEVALONIC ACID (CAS# 674-26-0); (M-H)-					81118	55829												
MONO-METHYL GLUTARATE (CAS# 1501-27-5); (M-H)-	76634	37562	49725	30839	28839	27222	56660	61212	37603	58403	58767	63545	60112	34211	32887	66977	49797	46672
MYRISTIC ACID (CAS# 544-63-8); (M-H)-	5035	6191	3162	4442	4537	3549	5594	5546	4438	3883	5698	3693	4969	5634	4586	4036	5950	4973
MYRISTOLEIC ACID (CAS# 544-64-9); (M-H)-	1840		1487	1593			1369			1445	1361	1092	2092	1293		1409	1934	
N-ACETYL-D-GLUCOSAMINE (CAS# 7512-17-6); (M+CL)-	95856	7709	70603	60104	78803	32357	67826	45476	12843	69647	42896	49549		4507		44489	29553	43232
N-ACETYL-D-MANNOSAMINE (CAS# 3615-17-6); (M+CL)-	95856	7709	70603	60104	78803	32357	67826	45476	12843	69647	42896	49549		4507		44489	29553	43232
N-ACETYL-DL-GLUTAMIC ACID (CAS# 5817-08-3); (M-H)-	93893	68576		159029	177462	163696		96945			117687		447940	260013	283436	115950	139668	129273
N-ACETYL-DL-METHIONINE (CAS# 1115-47-5); (M-H)-	49635	34815	41106	18948	19620	17903	22342	22262	6386	39579	33660	32259	26112	14654	8922	53339	34722	24146
N-ACETYL-DL-SERINE (CAS# 97-14-3); (M-H)-	1222110	173993					814325		282135				829713	44335	297903			620466
N-ACETYL-L-ALANINE (CAS# 97-69-8); (M-H)-	37228	17332	36220	26133	35421	35774		39159	26071	46385	49365	42315		14182	24718	44752	37296	37995
N-ACETYL-L-ASPARTIC ACID (CAS# 997-55-7); (M-H)-			1189				1023											
N-ACETYL-L-LEUCINE (CAS# 1188-21-2); (M-H)-	1687		2778	1189		1080	2128	2099		2122	1517					1501		
N-ACETYL-L-PHENYLALANINE (CAS# 2018-61-3); (M-H)-	1068							2886		1221							1215	
N-ACETYLGALACTOSAMINE (CAS# 1811-31-0); (M+CL)-	95856	7709	70603	60104	78803	32357	67826	45476	12843	69647	42896	49549		4507		44489	29553	43232
N-ACETYLNEURAMINATE (CAS# 131-48-6); (M-H)-	20244			10789		27219	422001	411232		14602		20206	27847	33666	2305		12526	
N-AMIDINO-L-ASPARTATE (CAS# 6133-30-8); (M+CL)-	208275		226916	250626	223654		170430		3743		159939	148360	149590					221317
N-CYCLOHEXYLSULFAMIC ACID (CAS# 100-88-9); (2M-H)-								1484					2166					
N-METHYL-D-ASPARTIC ACID (CAS# 6384-92-5); (M-H)-	1222110	174000					813472		281672				829713	191490	297903			620466
N-NITROSODIETHANOLAMINE (CAS# 1116-54-7); (M+CL)-						2103												
N-OLEOYLGLYCINE (CAS# 2601-90-3); (M+CL)-				1324	1558													
NAD (CAS# 53-84-9); (M-H)-	336640	8216	399224	446600	408896	437589	435693	435496	54636	437764	410981	419804	409423	76435	64531	455230	418447	424355
NERVONIC ACID (CAS# 506-37-6); (M-H)-	2811	3634	1943		1573	1360	2339	3436	3434	1036	1571	1106		2767	3242	1859	2650	2755
NICOTINATE (CAS# 59-67-6); (M-H)-			14859	22838			46454	27298	8465	34307	30976	42856	39209	8315		34675	15094	
NORLEUCINE (CAS# 327-57-1); (M-H)-	669442	76744	687666	458231	526793	453352	603053	656918	99870	553084	626363	510232	574529	23995	123210			
O-PHOSPHO-DL-SERINE (CAS# 17885-08-4); (2M-H)+		3519				5561								1708	1570			
O-PHOSPHO-DL-SERINE (CAS# 17885-08-4); (M-H)-	42138			54269	43699			49507		17692			35292			47040	47870	
O-PHOSPHOSERINE (CAS# 407-41-0); (M-H)-	42138			54269	43699			49507		17692			43998			47040	47870	
O-SUCCINYL-L-HOMOSERINE (CAS# 1492-23-5); (M-H)-														1970	4012			
OLEIC ACID (CAS# 112-80-1); (M-H)-	19983	28381	13538	9356	12548	10673	20343	27493	17258	17217	19493	17540	14933	28401	23278	25915	28132	17224
OMEPRAZOLE (CAS# 73590-58-6); (M-H)-	1753																	
OPHTHALMIC ACID (CAS# 495-27-2); (M-H)-	269128	128574	254410	526844	555754	553193	408285	378912	248583	334526	319263	325365	265320	138896	152079	154077	168732	164105
OXIDIZED GLUTATHIONE (CAS# 27025-41-8); (M-2H)-2						23465	1727	1901		12995		22525						
OXIDIZED GLUTATHIONE (CAS# 27025-41-8); (M-H)-	4857386	3169246	5876542	4693645	3518028	4498231	3802945	3455829	1893172	3774553	5179135	4805602	4391869	2684365	3249106	4791056	4841756	4558006
PALATINOSE (CAS# 343336-76-5); (M+CL)-							293342							32065				
PALATINOSE (CAS# 343336-76-5); (M+HCOO)-			1757		17225		1521	3034					3425			3584	1471	
PALMITATE (CAS# 57-10-3); (M-H)-	34195	46577	25107	21580	27288	23421	34088	41112	37720	28247	24003	22637	28431	37878	39315	21983	28292	27518
PALMITOLEIC ACID (CAS# 373-49-9); (M-H)-	3131	6867	3349	2864	1850		4028	4030	1781	2323	3843	3939	1385	5172	2211	6683	4800	2906
PANTOTHENATE (CAS# 79-83-4); (M+CL)-	574202	743776	425970	255239	288087	223052	506469	481347	431396	530547	482626	413934	444907	715937	482685	744533	480479	454979
PANTOTHENATE (CAS# 79-83-4); (M-H)-	4646263	3928850	3756480	2781642	2983623	2414594	5406250	5055820	2849233	4974115	4707795	4192204	3986333	3817033	2613431	7095800	5183192	4757850
PHENYL ACETATE (CAS# 122-79-2); (M+HCOO)-	18248	9907	13714	7337	8855	6560	17544	15302	5645	23091	24389	19669	17617	7314	6136	26930	17376	14550
PHENYLALANINE (CAS# 63-91-2); (M-H)-	1435444	359226	1452471	928463	885542	818933	1148762	1031661	469453	1052763	1153640	1038017	1134653	245993	281317	1170226	903697	852771
PHENYLPYRUVATE (CAS# 156-06-9); (M-H)-			2391															
PHOSPHOCREATINE (CAS# 67-07-2); (M-H)-	21530			238445	239503	270114	182460	16154		29178	26357	147656	142400			168443	27324	211420
PHOSPHOENOLPYRUVATE (CAS# 138-08-9); (M-H)-								7182								23040	4820	
PHYTANATE (CAS# 14721-66-5); (M-H)-							1245											
PICOLINIC ACID (CAS# 98-98-6); (M-H)-			14303				45396	26610	8465	6164	30993	43642	39362	8315		38248		
PINITOL (CAS# 10284-63-6); (M+CL)-								4040			1027	1186	1938					
PROCOLLAGEN 5-HYDROXY-L-LYSINE (CAS# 1190-94-9); (M-H)-	1310												1553			2311		
PROPENOATE (CAS# 79-10-7); (M-H)-	1161		5424					2878										
PROSTAGLANDIN E2 (CAS# 363-24-6); (M-H)-																2995	2460	
PTERIN (CAS# 2236-60-4); (M-H)-	1973																	
PYRIDOXAL PHOSPHATE (CAS# 853645-22-4); (M-H)-	78924			50591	52536	38882	48951	32918		53620			58525	16341		51097	22913	41838
PYRIDOXINE (CAS# 65-23-6); (M-H)-									9642					7474	9019			
PYRUVATE (CAS# 127-17-3); (M-H)-	37534	14948	31530	33293	33218	42371	33013	30739		35018	39071	29526	38513	17635			28140	31272
RAFFINOSE (CAS# 512-69-6); (M+CL)-	31088						165424	86685			46936		155124	9142				
RAFFINOSE (CAS# 512-69-6); (M+HCOO)-			4812	1914	2935		11298	5916			5000		14072			4804		
RETINOATE (CAS# 302-79-4); (M-H)-		2221				1237				7467	6599	4055	6456	7295	2122			
RIBOFLAVIN (CAS# 83-88-5); (M+CL)-	9621	6588	4709	1422		1547	5393	5056	5012	5653	4942	5281	5477	5998	5631	5837	3724	3955
RIBOFLAVIN (CAS# 83-88-5); (M+HCOO)-	7248	1721	3925	1984	1932	1387		3445		4392	4009	3054	4176	2240		3531	3331	3076
RIBOFLAVIN (CAS# 83-88-5); (M-H)-	7809	2158	3869	2243		1281	3896	4117	1375	4794	4763		3642	2562	1951	4579	3285	3344
RIBOSE (CAS# 50-69-1); (M+CL)-					5362													
RIBOSE 5-PHOSPHATE (CAS# 4300-28-1); (M-H)-	2609						1118			5470						1314	1030	
S-ADENOSYL-L-HOMOCYSTEINE (CAS# 979-92-0); (M+CL)-				2952					2120					1288				
S-ADENOSYL-L-HOMOCYSTEINE (CAS# 979-92-0); (M-H)-	43897	45410	38991	30342	54417	43462	36618	35821	44105	51734	51694	43223	31153	27329	50924	22771	37321	28285
S-CARBOXYMETHYL-L-CYSTEINE (CAS# 638-23-3); (M-H)-		7826					14837											
SALICYLATE (CAS# 69-72-7); (M-H)-	35403	203818	57555		38725					197663	212252	71411	390758	395012	136367			
SEBACIC ACID (CAS# 111-20-6); (M-H)-	8962		7096	5448	5024	5091	4280	5877		6866	7023	6814	6838			4271	5976	5578
SERINE (CAS# 56-45-1); (M-H)-	12635		12139	10111	9621		9204	7942		12550	12305	12608	15235					8887
STACHYOSE (CAS# 54261-98-2); (M+CL)-	21073		14349	18405	23442	19754	74536	35412	7981	20463	25877	22391	53095	3076	6320	24372	22041	20929
STACHYOSE (CAS# 54261-98-2); (M-H)-				3165		4549	13288			3792		6333	17182		1964	12194	9249	7269
STEARATE (CAS# 57-11-4); (M-H)-	41458	59834	26842	19880	33656	24323	47981	52085	43856	27742	27934	27005	28494	52368	40773	28611	35613	31059
SUBERIC ACID (CAS# 505-48-6); (M-H)-	23518	1337	16187	12750	9101	12790	10002	13688		17047	14195	20854	19186	3232	3245	11793	14837	14047
SUCCINATE (CAS# 110-15-6); (M-H)-	195619	73461	161863	165059	210601	159191	204385	163730	76275	208900	236574	212132	186438	35440	57670	138798	133571	139256
SUCROSE (CAS# 57-50-1); (M+CL)-							293342							32065				
SUCROSE (CAS# 57-50-1); (M+HCOO)-			1757		17225		1521	3034					3425			3584	1471	
SULFADIMETHOXINE (CAS# 122-11-2); (M-H)-												1989						
TAURINE (CAS# 107-35-7); (M-H)-	253205	32910	145429	166351	118110	129120	231394	112449	44578	106342	180708	138366	51759	7618	10404	344161	300939	259160
THREONINE (CAS# 72-19-5); (M+HCOO)-[-H2O]	1222110	173993					814325		283234				820330	44335	297903			620466
THROMBOXANE B2 (CAS# 54397-85-2); (M-H)-[-H2O]																2995	2460	
THYMIDINE (CAS# 50-89-5); (M+CL)-											2149							
TRANS-ACONITATE (CAS# 4023-65-8); (M-H)-	582956	534667	598048	494980	555519	487365	487651	416807	380667	539603	519380	750381		308000	276148	453067	402251	390152
TRANS-VACCENIC ACID (CAS# 693-72-1); (M-H)-	19983	28381	13538	9356	12548	10673	20343	27493	17258	17217	19493	17540	14933	28401	23278	25915	28132	17224
TRIACONTANOIC ACID (CAS# 506-50-3); (M-H)-														2148				
TRICARBALLYLIC ACID (CAS# 99-14-9); (M-H)-	8169			2329		16757	34992	37336	8802				9878	2534	1608	2348	29145	22497
TRICOSANOIC ACID (CAS# 2433-96-7); (M-H)-	1880	1184		1082	1437				1654	1408					1868		1098	
TRYPTOPHAN (CAS# 73-22-3); (M-H)-	651228	244756	592701				513582	457939	165948		500140				169279	529149		
TYROSINE (CAS# 60-18-4); (M-H)-	765389	62093	805277	596054	636345	582984	671786	618152	57631	649220	614089	631462	649020	33778	54667	614184	587062	564793
UDP-GALACTOSE (CAS# 2956-16-3); (M-H)-	254435	136803	275044	125214			94426			247831	123042	141304	249147	282923		289037		141458
UDP-GLUCOSE (CAS# 133-89-1); (M-H)-	244347	130123	270179				86592			236506	121782		234105	260557		273631		139221
UDP-N-ACETYL-D-GALACTOSAMINE (CAS# ); (M-H)+[-H2O]								6013									8086	5884
UDP-N-ACETYL-D-GALACTOSAMINE (CAS# ); (M-H)-	1431349	626430	2966714	3257028	4607150	4412047	1819412	2163442	462247	2038591	2018176	1847801	2254791	451470	832438	2041002	2580496	2386396
UDP-N-ACETYL-D-GLUCOSAMINE (CAS# 528-04-1); (M-H)-	162826	575384	686804	338044			39612			378147	240009		436185	88503	37296	599488		164496
URATE (CAS# 69-93-2); (M-H)-	876253	44254	311247						18976					4055	6281			
URIDINE (CAS# 58-96-8); (M+CL)-	1267171	334847	354921	217175	411349	232380	362615	243606	675743	806861	373872	387832	543742	37924	163645	187933	59672	153115
URIDINE (CAS# 58-96-8); (M+HCOO)-	677608		196191	161501		103597				298591	133039	153215		83191		112426	76848	
URIDINE (CAS# 58-96-8); (M-H)-	1460660	124415	228712	107406	171319	133291	265010	138341	87551	488152	368124	252088	311487	21945	49641	171426	63336	90600
URIDINE-5-MONOPHOSPHATE (CAS# 58-97-9); (M-H)-	54552	1075		50086	66764	39318	60912	47443	2958								53304	34150
UROCANATE (CAS# 104-98-3); (M-H)-	1346		1606	1396	3298	1097		3542	5810	1114	1792						1386	
VALINE (CAS# 72-18-4); (M-H)-			28782	17591	19725	16098	32156	27997		26430	28697		25497			26804	17644	19344
XANTHINE (CAS# 69-89-6); (M-H)-	71384	12822	44394	35131	45193	35577	75111	59327	33635	34046	51988	48071	44455	17542	23919	32874	30483	35324
XANTHOSINE (CAS# 146-80-5); (M-H)-	198456	134263	220274	64028	63762	49748	120927	102939	72728	146191	185904	142402	202700	121645	149421	117823	86305	80227
XYLOSE (CAS# 58-86-6); (M+HCOO)-														5676	13339			
ZEATIN [ISTD] (CAS# 13114-27-7); (M+CL)-	1852045	2530292	1842983	1717813	1838145	1687697	1963265	1774487	2463523	1813103	1825017	1813655	1707922	2926622	2355282	2213690	1670659	1758319
ZEATIN [ISTD] (CAS# 13114-27-7); (M-H)-	2404497	2441732	2578920	2768827	2933095	2719616	3074356	2634952	3168224	2532582	2642663	2729655	2385424	2929520	2576200	3010767	2663118	2766969
MS_METABOLITE_DATA_END
#METABOLITES
METABOLITES_START
metabolite_name	moverz_quant	ri	ri_type	pubchem_id	inchi_key	kegg_id	other_id	other_id_type
(-)-SALSOLINOL (CAS# 27740-96-1); (M+CL)-	179.0952	1.434		7157331
(S)-2-AMINO-3-(3-HYDOXY-4-OXO-4H-PYRIDIN-1-YL)PROPANOATE OR L-MIMOSINE (CAS# 500-44-7); (M-H)-	198.065	0.859		440473
(S)-3-METHYL-2-OXOPENTANOATE (CAS# 1460-34-0); (M-H)-	130.0632	4.365		47
(S)-DIHYDROOROTATE (CAS# 5988-19-2); (M-H)-	158.0326	0.775		1149667
1-METHYLADENOSINE (CAS# 15763-06-1); (M+CL)-	281.111	3.287		27476
1-METHYLURIC ACID (CAS# 708-79-2); (M-H)-	182.0427	2.238		69726
16:0 LYSO PC (CAS# 17364-16-8); (M+CL)-	495.3369	22.234		460602
16:0 LYSO PC (CAS# 17364-16-8); (M+HCOO)-	495.333	22.225		460602
16:0-18:0 PC (CAS# 59403-51-9); (M+CL)-	761.5999	25.564		18631368
16:0-18:0 PC (CAS# 59403-51-9); (M+HCOO)-	761.5929	25.714		18631368
18:0 LYSO-PE (CAS# 69747-55-3); (M-H)-	481.3173	22.699		9547068
2'-DEOXYINOSINE (CAS# 890-38-0); (M+CL)-	252.0874	1.806		65058
2-ACETAMIDO-2-DEOXY-BETA-D-GLUCOSYLAMINE (CAS# 4229-38-3); (M+CL)-	220.105	0.608		46779877
2-AMINOETHYL DIHYDROGEN PHOSPHATE (CAS# 1071-23-4 ); (M-H)-	141.0187	0.692		1015
2-DEOXY-D-GLUCOSE (CAS# 154-17-6); (M+CL)-	164.0672	0.823		439268
2-HYDROXY-3-METHYLBUTYRIC ACID (CAS# 4026-18-0); (M-H)-	118.0635	3.539		853180
2-HYDROXY-4-(METHYLTHIO)BUTYRIC ACID (CAS# 583-91-5); (M-H)-	150.0336	3.403		11427
2-METHYLGLUTARIC ACID (CAS# 18069-17-5); (M-H)-	146.0585	3.609		12046
2-METHYLMALEATE (CAS# 498-23-7); (M-H)-	130.027	1.72		643798
2-OXOADIPATE (CAS# 3184-35-8); (M-H)-	160.0368	1.572		71
20:0 LYSO PC (CAS# 108341-80-6); (M+HCOO)-	551.3963	22.883		24779473
24:0 SM (D18:1/24:0) (CAS# 60037-60-7); (M+HCOO)-	814.6953	28.146		44260127
3'-CMP (CAS# 63-37-6); (M-H)-	323.0546	0.789		66535
3-(4-HYDROXYPHENYL)LACTATE (CAS# 6482-98-0); (M-H)-	182.058	3.838		9378
3-DEHYDROSHIKIMATE (CAS# 2922-42-1); (M-H)-	172.0384	0.816		439774
3-HYDROXY-3-METHYLGLUTARATE (CAS# 503-49-1); (M-H)-	162.0525	1.646		1662
3-HYDROXYPHENYLACETATE (CAS# 621-37-4); (M-H)-	152.0468	7.927		12122
3-METHYGLUTARIC ACID (CAS# 626-51-7); (M-H)-	146.0585	3.609		12284
3-METHYLADIPIC ACID (CAS# 3058-01-3); (M-H)-	160.0737	5.762		12292
3-PHOSPHOGLYCERATE (CAS# ); (M-H)-	185.9942	0.771		439183
3-SULFINO-L-ALANINE (CAS# 1115-65-7); (M-H)-	153.0086	0.704		109
4-ACETAMINOPHEN SULFATE (CAS# 32113-41-0); (M-H)-	231.0198	2.391		83939
